#|num|weight|mean|covariance matrix|
|0|1807.72077343|132.906813333 21.7964922883 30.7892068553|42.5760501816 2.87317181517 19.6270649959 2.87317181517 12.702258996 -0.964302706637 19.6270649959 -0.964302706637 22.4603806738|
|1|1280.74517923|120.582815702 10.7554247995 51.7933719523|31.8874814165 -7.68180164642 -17.5683138756 -7.68180164642 9.70852700436 6.47877031936 -17.5683138756 6.47877031936 26.3868695374|
|2|968.15738572|118.94226634 14.3538267507 19.6282735151|25.0057803839 -7.79585161093 -1.86503007574 -7.79585161093 12.1789591801 0.78296806207 -1.86503007574 0.78296806207 7.5024091161|
|3|1147.09664721|149.455578451 20.8219904393 27.8753225871|21.8001372184 -8.2139718338 -1.14760696283 -8.2139718338 12.9821469764 -0.336992594527 -1.14760696283 -0.336992594527 12.5403571146|
|4|124.861774535|138.172631569 17.3928863861 23.8682471904|28.7253476762 -12.9727457937 6.1244991131 -12.9727457937 22.728299255 -4.37226812034 6.1244991131 -4.37226812034 25.1979332871|
|5|845.316469661|126.557308237 11.359866037 17.4831921535|11.4750759071 1.17545785059 2.80973081193 1.17545785059 12.9098240101 8.57207288524 2.80973081193 8.57207288524 20.0931818281|
|6|1661.2310136|136.372832343 12.444300778 36.5979155145|47.1272341467 5.06515344968 -43.7188530502 5.06515344968 8.97192669429 -5.65506096913 -43.7188530502 -5.65506096913 55.9009385934|
|7|715.280798824|148.943433245 22.5917507497 20.6763792645|11.883615907 -8.52545390311 11.6255990463 -8.52545390311 18.7076845233 -16.6629464308 11.6255990463 -16.6629464308 27.8726767283|
|8|1832.12914866|134.685708997 20.1819267017 22.0195075661|26.0553998387 -4.92854563416 -3.93364465093 -4.92854563416 18.810130208 6.69233293654 -3.93364465093 6.69233293654 21.2590302289|
|9|886.943438108|123.783558438 22.9782137806 15.5521460491|14.7135468006 -8.53366092361 1.24145774293 -8.53366092361 16.9489580803 0.976556482091 1.24145774293 0.976556482091 6.68380298488|
|10|801.902971021|112.234419503 17.6369976845 12.6405653641|13.56382016 -9.87798459533 14.557273996 -9.87798459533 17.7632691442 -16.3274355218 14.557273996 -16.3274355218 28.7246420749|
