#|num|weight|mean|covariance matrix|
|0|3.90510425026|103.25036797 7.46228552248 31.5292255039|39.2619866175 5.17611341243 6.00694043272 5.17611341243 24.3806036005 4.08762073086 6.00694043272 4.08762073086 28.2972105868|
|1|982.487086684|96.9784528395 -0.659338640754 27.9147670756|30.4904753478 -17.1297293312 6.01394198027 -17.1297293312 24.1038465499 -7.83269594927 6.01394198027 -7.83269594927 13.7444221411|
|2|1009.14372645|114.584073671 2.25040193949 22.7876737895|6.54262837308 -4.74903874961 -1.96075823611 -4.74903874961 38.5004703624 8.96471677948 -1.96075823611 8.96471677948 10.8185956494|
|3|2202.38799135|135.792170091 5.93012950676 24.7517699162|35.0965322715 -15.9806021482 -30.5602029685 -15.9806021482 15.2536037429 17.4636082085 -30.5602029685 17.4636082085 38.3996962946|
|4|1170.92552578|119.110914305 52.2108995193 46.7431640574|12.3310932932 0.368368022118 1.49636178382 0.368368022118 5.429602357 -0.762042417804 1.49636178382 -0.762042417804 21.0389242575|
|5|965.35595994|107.883370123 16.8510564765 40.6261150939|9.27631161469 3.51601260622 -0.693845038623 3.51601260622 16.9849692867 2.57940173183 -0.693845038623 2.57940173183 7.7650632833|
|6|1611.29836274|93.4502859717 10.4064637796 34.9140082487|63.6831541277 -35.0905796282 16.1100582097 -35.0905796282 36.6992004676 -10.3653471663 16.1100582097 -10.3653471663 12.43341799|
|7|1512.42458412|121.567195794 28.7055922006 44.6375923118|24.6202490765 12.3748560774 6.88780503966 12.3748560774 18.0899736696 10.278354032 6.88780503966 10.278354032 20.8474345472|
|8|1523.39005059|124.919530121 41.6304679191 44.5040777133|28.2562136252 -6.57936683191 -1.04682045637 -6.57936683191 22.1037131716 -12.0105410126 -1.04682045637 -12.0105410126 16.8208620981|
|9|1223.87950072|127.769221881 38.6809629634 56.1725007091|28.0719336746 15.256095822 0.700142261651 15.256095822 23.8857797167 -1.28761049037 0.700142261651 -1.28761049037 4.52458148221|
|10|105.424100696|102.225556951 7.68681278754 31.3939524324|26.3628759372 -5.76755060099 -0.172725068679 -5.76755060099 23.6599251759 -0.738147835373 -0.172725068679 -0.738147835373 25.5436905489|
|11|1233.59453382|109.332106656 -2.02119718291 25.5975395027|15.9286653632 3.82759973317 -3.75865869773 3.82759973317 17.6347125438 -3.42016427616 -3.75865869773 -3.42016427616 14.0423443753|
|12|2022.77016293|79.4286384644 8.5859288257 27.0329839709|30.2510564263 -11.2073012495 -13.5351915937 -11.2073012495 15.9729972632 7.86881747891 -13.5351915937 7.86881747891 19.7535732899|
|13|1763.8749051|98.4530524666 12.2243480779 23.6223007076|32.7758426774 1.33175976611 2.19998849899 1.33175976611 25.1703022381 4.61920689163 2.19998849899 4.61920689163 9.1530066406|
|14|1100.13969231|128.840297124 17.6082819818 50.3380927137|23.2354865816 -17.317482539 1.81257244453 -17.317482539 24.8707518574 -5.62667562921 1.81257244453 -5.62667562921 8.12997836541|
|15|1974.82437053|112.663336926 6.17822793064 39.9310327202|21.5697063241 19.090868983 5.03448155421 19.090868983 54.0690519478 24.8729866469 5.03448155421 24.8729866469 22.5444362794|
|16|510.764240753|138.846804732 36.3073043159 44.925637321|15.478237142 -2.01999199116 1.66130779283 -2.01999199116 22.8700578889 8.66995092284 1.66130779283 8.66995092284 7.94863076876|
|17|1427.71409405|102.008266373 13.9822034434 46.5039348721|109.196845163 26.6012525554 39.1180427962 26.6012525554 11.9777086934 12.0931161063 39.1180427962 12.0931161063 22.0540983826|
|18|785.61540891|85.8954310984 17.077222018 21.0402356452|20.7334887708 -0.697244689734 -11.189396386 -0.697244689734 7.66968301465 1.25619869705 -11.189396386 1.25619869705 10.2815143781|
|19|6.41033049292|103.20886238 7.6072054596 31.5266911856|40.520150984 5.77488185978 7.64390502284 5.77488185978 24.424588317 4.27902506515 7.64390502284 4.27902506515 29.3524801157|
|20|761.61126399|115.462353875 9.9398908929 26.5782986869|44.928637782 63.1636438538 47.7557427319 63.1636438538 117.096235714 80.8103172302 47.7557427319 80.8103172302 66.0060496517|
|21|1961.86963598|121.491105533 19.3020383556 35.4823228924|47.7115963542 25.8151162014 24.1810419593 25.8151162014 25.9713849863 12.6807519463 24.1810419593 12.6807519463 25.1034705355|
|22|757.022672366|114.661286775 25.6574459427 53.9103382121|11.6174071263 11.1604342674 4.86586357932 11.1604342674 33.3517662204 13.6010264873 4.86586357932 13.6010264873 14.3349176792|
|23|847.263582072|102.47112808 8.49070381201 32.6592371856|24.5861488303 -7.81999214866 -2.95966749468 -7.81999214866 22.3652750154 -4.94461009893 -2.95966749468 -4.94461009893 20.6854292143|
|24|316.489526664|125.451717773 32.9719006018 48.5661864016|18.0346381575 3.7934311312 -7.46341844256 3.7934311312 23.1432001839 -0.308036237947 -7.46341844256 -0.308036237947 17.2948012174|
|25|0.431886706645|109.38488946 6.45078634841 31.9467641497|79.6561112265 -3.92809929887 9.04416321453 -3.92809929887 23.7598139651 5.84705462458 9.04416321453 5.84705462458 21.4067793424|
